site,family,species,species_code,life_form,wsg,wsg_id,wsg_specificity,a,b,c,d,dbh_min_cm,dbh_max_cm,sample_size,dbh_units_original,biomass_units_original,allometry_development_method,site_dbh_unit,equation_id,equation_form,equation_allometry,equation_grouping,independent_variable,regression_model,other_equations_tested,log_biomass,bias_corrected,bias_correction_factor,notes_fitting_model,dependent_variable_biomass_component,allometry_specificity,development_species,geographic_area,biomass_equation_source,ref_id,wsg_source,ref_wsg_id,original_data_availability,notes_to_consider,warning
Tyson,Sapotaceae,Sideroxylon lanuginosum,sidlan,Shrub,0.58,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,cm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Milles et al. 2009,,,,
Tyson,Malvaceae,Tilia americana,tilame,Tree,0.32,,,1.4416,2.7324,,,5.08,50.8,,in,lb,harvest,cm,,a*(DBH^b),1.4416*(dbh^2.7324),E,DBH,,,,1,included in model,,Stem and branches (live),Species,,West Virginia,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Tyson,Ulmaceae,Ulmus rubra,ulmrub,Tree,0.46,,,0.08248,2.468,,,2.5,40,,cm,kg,harvest,cm,,a*(DBH^b),0.08248*(dbh^2.468),E,DBH,,,,0,NA,,Whole tree (above stump),Species,Ulmus americana,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Sapindaceae,Acer macrophyllum,ACERMA,Tree,0.44,,,-2.047,2.3852,,,3,66,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.047+2.3852*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Ericaceae,Arbutus menziesii,ARBUME,Tree,0.58,,,3.8941,2.4839,,,1.5,,31,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(3.8941+2.4839*log(dbh)),E,DBH,,,,1,included in model,,Live crown,Species,,"Washington, Oregon, N California","Sneill & Little, 1983",,Jenkins et al. 2004,,,,
UCSC,Ericaceae,Arbutus menziesii,ARBUME,Tree,0.58,,,5.3224,2.2936,,,1.5,,31,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(5.3224+2.2936*log(dbh)),E,DBH,,,,1,included in model,,Dead crown,Species,,"Washington, Oregon, N California","Sneill & Little, 1983",,Jenkins et al. 2004,,,,
UCSC,Ericaceae,Arbutus menziesii,ARBUME,Tree,0.58,,,8.5385,2.2969,,,1.5,,31,cm,kg,harvest,mm,,exp(a+(b*ln(DBH)))*645.704*1.05,exp(8.5385+(2.2969*log(dbh)))*645.704*1.05,E,DBH,,,,1,included in model,,Stem biomass (with bark),Species,,"Washington, Oregon, N California","Sneill & Little, 1983",,Jenkins et al. 2004,,,"Wood density=645.704, bark density=1.05",
UCSC,Ericaceae,Arctostaphylos andersonii,ARCTAN,Shrub,0.72,,,2.025,3.527,,,0.5,2.1,11,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(2.025+3.527*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species ,Arctostaphylos columbiana,Oregon,"Halpern and Millet, 1996",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
UCSC,Ericaceae,Arctostaphylos tomentosa,ARCTCR,Shrub,0.72,,,2.025,3.527,,,0.5,2.1,11,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(2.025+3.527*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Arctostaphylos columbiana,Oregon,"Halpern and Millet, 1996",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
UCSC,Asteraceae,Baccharis pilularis,BACCPI,Shrub,NRA,,,51.68,0.02,,,NI,NI,,cm^2,g,harvest,mm,,a+b*BA,51.68+0.02*BA,E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,California,"Russell & Tompkins, 2005. ",,NA,,,Basal area (BA)=Diameter of all stems measured 5 cm above ground in a 1x1m plot then sum to obtain basal area,Make sure to use shrub function in this package
UCSC,Rhamnaceae,Ceanothus thyrsiflorus,CEANTH,Shrub,0.67,,,3.67,2.847,,,0.6,2.5,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.67+2.847*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Ceanothus velutinus,Pacific Northwest,"Means et al. 1994 (Biopak, Eq. 768)",,Global WD database,,,DBA= Stem basal diameter. Used equation for C. velutinus the most common species within the genus,Make sure to use shrub function in this package
UCSC,Betulaceae,Corylus cornuta,CORYCO,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Rosaceae,Cotoneaster franchetii,COTOFR,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Rosaceae,Cotoneaster pannosus,COTOPA,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Rosaceae,Crataegus monogyna,CRATMO,Shrub,0.62,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Myrtaceae,Eucalyptus globulus,EUCAGL,Tree,0.68,,,-2.5049,1.256,,,2,16,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.5049+1.256*log(dbh)),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,Hawaii,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Rosaceae,Heteromeles arbutifolia,HETEAR,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,Biomass usually measured using crown dimension,
UCSC,Aquifoliaceae,Ilex aquifolium,ILEXAQ,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Fagaceae,Lithocarpus densiflorus,LITHDE,Tree,0.56,,,3.2304,2.2774,,,1.5,,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(3.2304+2.2774*log(dbh)),E,DBH,,,,1,included in model,,Live crown,Species,,"Washington, Oregon, N California","Sneill & Little, 1983",,Jenkins et al. 2004,,,,
UCSC,Fagaceae,Lithocarpus densiflorus,LITHDE,Tree,0.56,,,5.1792,2.0374,,,1.5,,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(5.1792+2.0374*log(dbh)),E,DBH,,,,1,included in model,,Dead crown,Species,,"Washington, Oregon, N California","Sneill & Little, 1983",,Jenkins et al. 2004,,,,
UCSC,Fagaceae,Lithocarpus densiflorus,LITHDE,Tree,0.56,,,9.0717,2.5169,,,1.5,,,cm,kg,harvest,mm,,exp(a+(b*ln(DBH)))*419.814*1.22,exp(9.0717+(2.5169*log(dbh)))*419.814*1.22,E,DBH,,,,1,included in model,,Stem biomass (with bark),Species,,"Washington, Oregon, N California","Sneill & Little, 1983",,Jenkins et al. 2004,,,"Wood density=419.814, bark density=1.22",
UCSC,Myricaceae,Morella californica,MORECA,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,Accepted name Myrica californica.,
UCSC,Pinaceae,Pinus attenuata,PINUAT,Tree,0.42,,,-10.755,2.7308,1,,24.1,117.7,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.755+2.7308*dbh+1*log(dbh)),E,DBH,,,,1,included in model,,Stem biomass (with bark),Species,Pinus ponderosa,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Pinaceae,Pinus ponderosa,PINUPO,Tree,0.38,,,-10.755,2.7308,1,,24.1,117.7,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.755+2.7308*dbh+1*log(dbh)),E,DBH,,,,1,included in model,,Stem biomass (with bark),Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Pinaceae,Pseudotsuga menziesii,PSEUME,Tree,0.45,,,4.9841,2.1858,,,1.4,13.4,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(4.9841+2.1858*log(dbh)),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Oregon,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Rosaceae,Pyracantha angustifolia,PYRAAN,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Fagaceae,Quercus agrifolia,QUERAG,Tree,0.6,,,-2.0705,2.441,,,3,89,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.0705+2.441*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Fagaceae,Quercus parvula,QUERPA,Tree,0.59,,,-2.0705,2.441,,,3,89,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.0705+2.441*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,Accepted name Quercus wislizeni. ,
UCSC,Rhamnaceae,Rhamnus californica,RHAMCA,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,Acepted name Frangula californica.,
UCSC,Grossulariaceae,Ribes divaricatum,RIBEDI,Shrub,0.73,,,3.892,3.122,,,0.4,1.4,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.892+3.122*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Genus,,Rocky Mountains,"Means et al. 1994 (Biopak, Eq. 991)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
UCSC,Salicaceae,Salix lasiandra,SALILA,Shrub,0.36,,,-2.4441,2.4561,,,3,70,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.4441+2.4561*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Adoxaceae,Sambucus nigra,SAMBNI,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
UCSC,Cupressaceae,Sequoia sempervirens,SEQUSE,Tree,0.36,,,-2.7765,2.4195,,,3,614,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.7765+2.4195*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
UCSC,Lauraceae,Umbellularia californica,UMBECA,Tree,0.47,,,-2.1001,2.3996,,,7.6,61,14,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.1001+2.3996*log(dbh)),E,DBH,least squares linear,,,1,0.2497,,Total aboveground biomass,Species,,California,Coltrin 2010.,,Jenkins et al. 2004,,,,
UCSC,Ericaceae,Vaccinium ovatum,VACCOV,Shrub,0.47,,,3.6123,2.9944,,,0.6,3.6,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.6123+2.9944*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass (wood and bark),Species,Vaccinium alaskaense,Pacific Northwest,"Means et al. 1994 (Biopak, Eq. 133) ",,Jenkins et al. 2004,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Wabikon,Pinaceae,Abies balsamea,ABIBAL,Tree,0.34,,,0.0752,2.497,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.0752*(dbh^2.497),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Aceraceae,Acer rubrum ,ACERUB,Tree,0.49,,,-2.037,2.363,1,,3.1,24.6,,cm,kg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-2.037+2.363*dbh+1*log(dbh)),E,DBH,,,,1,1.01,,Total aboveground biomass,Species,,"Wisconsin, Michigan",Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Aceraceae,Acer rubrum ,ACERUB,Tree,0.49,,,-1.721,2.334,1,,10,52.2,,cm,kg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-1.721+2.334*dbh+1*log(dbh)),E,DBH,,,,1,1.007,,Total aboveground biomass,Species,,"Wisconsin, Michigan",Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Aceraceae,Acer saccharum,ACESUG,Tree,0.56,,,-0.9,2.52,,,7.5,23.7,,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-0.9+2.52*(log10(dbh))),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Wisconsin,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Aceraceae,Acer spicatum,ACESPI,Shrub,0.44,,,-2.037,2.363,1,,3.1,24.6,41,cm,kg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-2.037+2.363*dbh+1*log(dbh)),E,DBH,,,,1,1.01,,Total aboveground biomass,Species,Acer rubrum,"Wisconsin, Michigan",Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Betulaceae,Alnus incana,ALNINC,Shrub,0.37,,,-2.5932,2.534,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.5932+2.534*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Rosaceae,Amelanchier laevis,AMELAE,Shrub,0.66,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Rosaceae,Amelanchier sanguinea ,AMESAN,Shrub,0.66,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Betulaceae,Betula alleghaniensis,BETALL,Tree,0.55,,,0.08724,2.587,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.08724*(dbh^2.587),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Betulaceae,Betula papyrifera,BETPAP,Tree,0.48,,,-2.474,2.555,1,,3.5,26.3,,cm,kg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-2.474+2.555*dbh+1*log(dbh)),E,DBH,,,,1,1.006,,Total aboveground biomass,Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Cornaceae,Cornus alternifolia,CORALT,Tree,0.64,,,5.67,1.97,1,,1.85,7.25,,cm,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(5.67+1.97*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Cornus florida,Ohio,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Betulaceae,Corylus cornuta,CORCOR,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Thymelaeaceae,Dirca palustris ,DIRPAL,Shrub,0.33,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Global WD database,,,,
Wabikon,Oleaceae,Fraxinus americana ,FRAAME,Tree,0.51,,,3.203,-0.234,0.006,2,25,550,32,mm,kg,harvest,mm,,a+(b*DBH)+c*(DBH^d),3.203+(-0.234*dbh)+0.006*(dbh^2),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,New York,Jenkins et al. 2004,,Jenkins et al. 2004,,0,Unable to locate orignal publication,
Wabikon,Oleaceae,Fraxinus americana ,FRAAME,Tree,0.51,,,1.2784,1.4248,2,,0.5,6.14,40,cm,g,harvest,mm,,10^(a+b*(log10(DBH^c))),10^(1.2784+1.4248*(log10(dbh^2))),E,DBH,,,,1,1.015,,Whole tree (above stump),Species,,Ohio,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Oleaceae,Fraxinus nigra,FRANIG,Tree,0.45,,,0.1634,2.348,,,4,32,,cm,kg,harvest,mm,,a*(DBH^b),0.1634*(dbh^2.348),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,Upper Great Lakes,"Ter-Mikaelian, 1997 ",,Jenkins et al. 2004,,,,
Wabikon,Aquifoliaceae,Ilex mucronata,ILEMUC,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Aquifoliaceae,Ilex verticillata,ILEVER,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Juglandaceae,Juglans cinerea ,JUGCIN,Tree,0.36,,,-2.5095,2.5437,,,4,42,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.5095+2.5437*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Pinaceae,Larix laricina,LARLAR,Tree,0.49,,,0.305,2.014,,,12.9,30,,cm,kg,harvest,mm,,a*(DBH^b),0.305*(dbh^2.014),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Wisconsin,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Caprifoliaceae,Lonicera canadensis,LONCAN,Shrub,NRA,,,51.996,2.77,,,0.12,0.69,20,cm,g,harvest,mm,,a*(DBA^b),51.996*(dba^2.77),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Lonicera canadensis,Canada,Smith et al. 1983,,NA,,,DBA= stem basal diameter,Make sure to use shrub function in this package
Wabikon,Rosaceae,Malus pumila,MALPUM,Tree,0.61,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Betulaceae,Ostrya virginiana,OSTVIR,Tree,0.63,,,4.97,2.34,1,,1,9,,cm,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(4.97+2.34*dbh+1*log(dbh)),E,DBH,,,,1,0,,Stem and branches (live),Species,,New Hampshire,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Betulaceae,Ostrya virginiana,OSTVIR,Tree,1.63,,,1.92,1.86,1,,1,9,,cm,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(1.92+1.86*dbh+1*log(dbh)),E,DBH,,,,1,0,,Foliage total,Species,,New Hampshire,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Pinaceae,Picea glauca,PICGLA,Tree,0.37,,,0.0777,2.472,,,1.1,32.6,,cm,kg,harvest,mm,,a*(DBH^b),0.0777*(dbh^2.472),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Minessota,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Pinaceae,Picea mariana,PICMAR,Tree,0.38,,,0.153,2.248,,,1.4,23.4,,cm,kg,harvest,mm,,a*(DBH^b),0.153*(dbh^2.248),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Minessota,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Pinaceae,Pinus strobus ,PINSTR,Tree,0.34,,,5.2831,2.0369,,,1,55,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(5.2831+2.0369*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Eastern U.S.,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Salicaceae,Populus balsamifera ,POPBAL,Tree,0.31,,,9.1583,-0.4291,0.005799,2,2.5,55,,mm,kg,harvest,mm,,a+(b*DBH)+c*(DBH^d),9.1583+(-0.4291*dbh)+0.005799*(dbh^2),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,New York,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Salicaceae,Populus grandidentata,POPGRA,Tree,0.36,,,1.2696,1.3889,2,,0.68,7.49,,cm,g,harvest,mm,,10^(a+b*(log10(DBH^c))),10^(1.2696+1.3889*(log10(dbh^2))),E,DBH,,,,1,1.012,,Total aboveground biomass,Species,,Ohio,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Salicaceae,Populus tremuloides,POPTRE,Tree,0.35,,,-0.685,2.249,,,14.7,39.7,,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-0.685+2.249*(log10(dbh))),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Wisconsin,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Rosaceae,Prunus pensylvanica,PRUPEN,Tree,0.5,,,1.1981,1.5876,,,0.37,6.83,,cm,g,harvest,mm,,10^(a+b*(log10(DBH))),10^(1.1981+1.5876*(log10(dbh))),E,DBH,,,,1,1.017,,Total aboveground biomass,Species,Prunus serotina,Ohio,Jenkins et al. 2004,,US Report,,,,
Wabikon,Rosaceae,Prunus serotina,PRUSER,Tree,0.47,,,1.1981,1.5876,,,0.37,6.83,,cm,g,harvest,mm,,10^(a+b*(log10(DBH))),10^(1.1981+1.5876*(log10(dbh))),E,DBH,,,,1,1.017,,Total aboveground biomass,Species,,Ohio,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Rosaceae,Prunus virginiana ,PRUVIR,Tree,0.47,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Fagaceae,Quercus rubra ,QUERUB,Tree,0.56,,,-2.972,-0.017,2.873,1,2.8,69.5,,cm,kg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-2.972-0.017*dbh+2.873*(log(dbh))),E,DBH,,,,1,1.05,,Total aboveground biomass,Species,,Wisconsin,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Grossulariaceae,Ribes cynosbati ,RIBCYN,Shrub,0.73,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Global WD database,,,,
Wabikon,Adoxaceae,Sambucus racemosa ,SAMRAC,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Rosaceae,Sorbus americana,SORAME,Tree,0.42,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Wabikon,Cupressaceae,Thuja occidentalis ,THUOCC,Tree,0.29,,,0.091,2.234,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.091*(dbh^2.234),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Malvaceae,Tilia americana ,TILAME,Tree,0.32,,,0.004884,2.094,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.004884*(dbh^2.094),E,DBH,,,,0,NA,,Foliage total,Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Malvaceae,Tilia americana ,TILAME,Tree,0.32,,,1.4416,2.7324,,,5.08,50.8,,in,lb,harvest,mm,,a*(DBH^b),1.4416*(dbh^2.7324),E,DBH,,,,1,included in model,,Stem and branches (live),Species,,West Virginia,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Pinaceae,Tsuga canadensis,TSUCAN,Tree,0.38,,,6.9159,0.7003,1,,0.1,2.54,,in,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(6.9159+0.7003*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Maine,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Wabikon,Ulmaceae,Ulmus americana ,ULMAME,Tree,0.46,,,0.08248,2.468,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.08248*(dbh^2.468),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
